Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,78T,79T,80T,81T,82T,83T,84T
3/4/2020,14,12,13,14,12,13,18,23,17,11,13,22,16,14,15,9,11,25,16,21,24,16,39,28,20,8,16,10,15,10,10,21,14,95,92,100,79,76,64,43,17,8,10,35,33,14,10,10,113,107,91,59,69,92,14,47,204,12,185,61,23,3,52,7,12,57,72,10
4/4/2020,16,12,13,14,13,18,19,27,20,13,14,25,17,15,22,10,13,25,15,21,26,14,33,27,42,10,16,10,17,10,11,18,11,127,123,84,63,65,63,42,15,10,11,40,35,15,12,11,181,154,92,65,57,92,20,49,206,12,177,71,24,5,97,9,29,34,89,17
5/4/2020,16,13,14,15,11,17,20,18,23,13,15,24,17,n/a,14,11,12,26,20,20,26,16,32,27,22,9,16,11,16,11,12,23,14,141,143,87,66,68,63,31,13,10,13,44,40,18,11,11,141,159,106,80,62,89,19,35,206,15,148,77,23,7,38,7,15,27,58,15
6/4/2020,15,13,17,14,13,13,19,22,17,12,12,24,17,n/a,18,11,13,27,16,15,18,13,28,24,24,11,18,12,17,9,11,21,14,125,125,92,78,73,67,41,11,11,13,40,33,16,12,11,138,103,65,67,56,94,16,24,175,13,130,52,23,3,41,9,15,29,49,15
7/4/2020,20,11,16,17,19,20,19,31,22,15,14,25,19,n/a,24,12,15,26,15,19,25,18,27,22,28,17,12,8,17,6,9,14,10,85,83,73,69,63,63,45,13,13,12,41,38,12,14,10,83,81,67,52,58,75,14,37,146,12,87,54,20,6,48,10,24,30,38,18
8/4/2020,16,11,15,14,15,16,17,27,17,13,13,24,18,15,19,10,12,25,13,21,23,14,35,22,24,13,13,6,20,6,7,15,10,94,90,64,58,62,53,39,19,15,17,41,34,12,17,n/a,100,106,48,59,48,85,14,27,154,11,75,59,18,6,41,11,16,25,42,17
9/4/2020,16,14,16,15,16,13,21,27,19,14,14,26,19,18,19,12,15,28,20,24,20,16,31,23,28,12,16,14,18,13,14,16,18,78,81,58,45,52,46,27,18,15,14,38,27,17,n/a,n/a,104,120,48,60,47,60,14,31,149,20,84,57,21,16,48,15,17,28,56,21
10/4/2020,17,15,18,18,20,17,21,25,21,15,15,28,20,17,20,13,15,28,22,26,25,n/a,38,23,23,12,20,13,20,14,14,18,17,65,67,48,39,37,37,28,21,14,12,41,31,17,n/a,n/a,65,83,42,49,41,48,18,29,113,16,77,61,26,10,32,15,14,39,61,14
11/4/2020,17,21,20,20,15,19,28,25,20,14,23,28,19,16,22,16,15,27,25,33,26,17,34,26,22,12,26,19,20,18,15,26,19,83,79,58,46,43,45,40,19,9,11,44,28,19,n/a,n/a,83,89,47,51,42,69,18,35,90,20,78,67,30,12,36,11,14,72,66,14
12/4/2020,17,15,16,17,13,16,20,19,17,14,15,26,20,17,19,12,13,27,20,22,27,13,35,27,20,12,20,14,18,12,11,20,12,91,87,71,64,66,61,31,18,8,13,45,31,18,n/a,n/a,79,88,67,59,53,82,17,42,84,15,100,63,27,11,54,13,14,52,42,12
13/4/2020,29,24,21,23,24,28,27,24,27,24,27,n/a,28,27,23,22,20,38,30,26,22,22,26,23,21,19,18,19,18,20,15,19,18,67,65,43,41,48,40,22,17,11,12,27,21,n/a,n/a,n/a,54,90,27,44,41,57,14,17,57,18,32,49,21,5,18,9,21,19,23,15
14/4/2020,37,35,29,32,25,30,38,32,39,34,44,n/a,38,34,30,28,27,53,41,30,29,23,37,34,30,28,28,26,19,26,21,20,28,42,35,29,33,32,31,29,18,11,12,35,36,28,n/a,n/a,27,78,32,27,32,32,27,34,25,29,26,54,31,9,22,12,23,42,44,22
15/4/2020,33,29,24,28,24,28,31,34,33,29,31,44,33,32,37,26,24,44,33,30,33,21,51,39,29,24,31,38,26,36,25,30,28,50,42,49,51,49,50,38,13,8,11,45,37,31,n/a,n/a,43,70,46,35,53,48,30,39,40,33,41,60,30,11,26,9,24,61,67,19
16/4/2020,15,14,15,15,13,17,20,22,19,13,14,28,19,18,n/a,13,11,26,18,19,25,12,30,28,20,11,26,17,16,17,15,20,15,50,43,47,46,45,47,35,10,6,11,52,33,23,n/a,n/a,44,36,58,30,57,51,17,40,47,19,44,40,30,8,46,9,16,70,92,12
17/4/2020,14,11,12,13,10,11,16,22,16,12,13,26,16,15,17,10,10,25,16,16,16,10,30,26,21,11,19,13,16,14,10,18,15,55,49,54,50,50,49,27,13,6,20,44,32,16,n/a,n/a,56,50,65,36,44,53,15,25,58,16,48,41,27,8,25,7,13,49,78,10
18/4/2020,11,11,12,13,10,13,16,16,15,9,13,27,15,10,14,10,8,25,13,14,15,12,22,18,14,7,16,9,17,10,9,14,11,55,56,38,33,34,32,22,10,8,14,36,29,13,n/a,n/a,53,n/a,44,38,29,39,17,21,60,12,49,42,26,7,15,9,8,41,42,8
19/4/2020,14,9,11,11,10,14,14,16,13,11,12,23,15,14,14,8,8,23,13,14,16,8,23,19,17,8,19,11,19,12,9,21,10,60,57,51,49,49,50,17,16,8,14,42,25,14,n/a,n/a,50,65,65,38,45,48,14,38,57,14,59,46,22,6,17,10,11,65,131,8
20/4/2020,13,11,13,13,11,15,16,n/a,15,12,13,25,17,15,14,11,10,23,15,19,22,10,29,19,18,9,19,12,20,11,9,20,12,62,58,51,47,47,44,19,14,9,13,31,25,14,n/a,n/a,52,65,60,41,37,61,15,34,51,15,62,56,28,8,20,10,14,60,106,9
21/4/2020,13,9,11,13,12,12,15,24,15,10,12,21,16,14,16,10,9,23,14,17,17,9,24,23,18,8,20,10,17,12,11,17,10,67,64,63,44,46,48,24,15,9,12,36,30,17,n/a,n/a,53,69,60,42,39,62,15,29,65,13,62,48,24,10,25,10,11,62,91,11
22/4/2020,19,14,16,17,14,15,20,20,20,15,18,27,19,19,24,13,15,28,16,19,25,15,33,27,27,14,19,11,20,10,12,18,14,58,58,55,49,49,50,33,14,7,11,38,28,19,n/a,n/a,53,57,63,42,50,52,15,30,72,15,71,35,23,9,42,9,23,28,57,18
23/4/2020,19,16,18,18,16,20,20,20,20,16,18,26,20,18,17,15,17,31,19,22,21,16,35,26,23,11,20,12,18,14,12,21,17,49,46,56,40,41,41,28,11,9,10,26,26,15,n/a,n/a,46,54,41,37,39,44,18,25,63,16,47,49,22,4,26,9,17,26,36,13
24/4/2020,20,19,20,18,18,18,23,24,23,16,20,31,19,21,n/a,14,15,33,21,28,21,20,29,25,15,12,17,14,17,13,14,19,15,45,39,33,26,30,30,20,10,8,17,24,29,20,n/a,n/a,34,53,27,28,27,33,15,21,39,16,21,37,19,6,19,7,15,13,24,10
25/4/2020,24,22,22,20,16,23,25,26,25,22,27,34,24,23,22,19,20,35,23,24,24,20,24,28,20,23,21,17,19,15,13,21,22,40,30,23,17,21,21,15,9,7,11,17,18,18,n/a,n/a,13,59,13,24,19,22,17,9,17,18,9,n/a,25,5,13,9,18,11,12,12
26/4/2020,32,29,27,27,24,25,33,32,31,30,33,39,34,29,30,27,27,46,25,27,23,22,33,29,31,31,32,24,24,26,23,21,25,22,15,15,13,13,15,17,11,8,9,22,20,27,n/a,n/a,13,37,12,16,12,14,19,14,12,29,9,20,30,6,20,7,25,18,13,23
27/4/2020,38,37,31,34,31,32,37,44,36,35,37,45,40,35,39,31,32,53,23,35,28,30,27,26,39,43,27,22,18,21,21,25,22,15,9,7,7,6,8,15,8,5,6,21,21,26,n/a,n/a,9,9,7,10,9,9,17,19,8,21,5,18,27,4,23,6,36,18,24,29
28/4/2020,31,29,26,28,23,28,31,37,33,28,30,40,33,29,31,27,26,46,24,24,22,21,28,n/a,31,35,25,23,24,28,20,22,20,14,8,11,8,8,13,18,5,4,6,28,24,17,n/a,n/a,9,9,10,9,12,13,18,18,10,29,10,13,22,3,23,5,26,28,37,21
29/4/2020,36,30,27,31,27,32,35,35,36,31,36,50,35,34,39,26,27,46,26,34,41,27,52,n/a,35,31,34,27,20,32,25,28,28,16,9,10,13,11,15,32,12,6,10,38,34,30,n/a,n/a,14,8,18,12,18,14,30,34,16,31,16,19,40,n/a,31,7,33,49,48,23
30/4/2020,25,23,24,24,20,23,29,27,27,21,29,41,27,26,29,19,19,37,22,24,29,18,37,29,24,19,26,20,17,20,15,21,22,19,14,17,17,14,20,26,11,7,7,41,39,24,n/a,n/a,14,12,27,14,25,19,21,37,13,27,24,15,31,n/a,26,8,19,51,51,14
1/5/2020,18,15,17,16,13,17,23,24,19,15,16,31,19,20,23,13,13,26,16,21,29,13,34,27,22,12,23,18,19,19,10,25,14,21,16,20,20,15,21,23,11,7,10,49,36,21,n/a,n/a,9,14,29,16,32,16,20,33,7,22,21,24,27,3,22,6,18,63,76,14
2/5/2020,16,11,14,14,12,12,19,23,17,14,14,26,16,17,20,10,11,24,14,21,22,11,29,26,19,14,18,11,15,11,9,16,10,18,11,16,16,11,17,21,12,7,14,42,30,16,n/a,n/a,9,11,22,10,18,10,16,23,8,13,9,25,21,5,19,8,16,28,80,12
3/5/2020,14,10,13,13,11,13,16,21,14,11,12,24,16,15,19,11,10,25,13,16,17,12,31,22,22,12,16,9,14,11,9,15,9,15,9,19,16,n/a,20,27,14,n/a,16,41,26,13,n/a,n/a,7,18,21,12,29,11,13,23,8,13,11,17,20,7,17,8,16,36,71,14
4/5/2020,17,15,16,17,13,16,20,26,19,16,16,28,18,17,23,14,14,27,16,20,21,13,34,22,24,13,15,11,15,11,12,15,15,21,13,20,23,15,23,25,17,6,14,32,23,15,n/a,n/a,10,20,23,16,35,15,15,27,12,14,n/a,25,21,9,17,9,17,44,48,14
5/5/2020,20,17,17,19,18,16,21,30,23,19,19,29,23,23,31,18,16,32,16,21,n/a,15,41,31,22,19,17,13,17,14,14,19,16,23,17,27,27,24,28,30,19,8,23,36,32,19,n/a,n/a,18,24,30,19,36,30,15,23,21,17,23,26,25,9,15,8,22,58,54,17
6/5/2020,16,14,15,16,14,15,18,25,18,14,14,25,19,17,18,11,12,27,15,21,n/a,13,28,24,21,13,17,9,14,7,8,15,11,33,26,27,35,31,37,25,17,6,18,34,30,16,n/a,n/a,23,24,32,25,40,35,16,29,27,10,22,21,23,9,22,6,16,51,64,15
7/5/2020,13,10,13,13,15,15,17,24,15,10,n/a,23,14,15,19,8,8,23,14,15,17,9,n/a,19,21,10,14,7,15,6,9,19,11,35,28,27,32,30,31,17,14,8,21,30,26,12,n/a,n/a,26,27,32,27,34,34,12,31,29,16,n/a,23,18,9,13,9,12,44,60,11
8/5/2020,13,9,11,11,10,13,15,22,14,8,n/a,22,12,13,17,7,10,22,12,19,17,10,30,23,18,13,12,7,21,7,7,10,10,28,19,18,20,19,22,17,11,8,20,21,19,15,n/a,n/a,24,25,30,16,24,23,11,22,32,11,n/a,16,18,9,13,8,14,25,49,12
9/5/2020,10,6,11,8,10,8,11,15,10,6,6,17,11,7,12,6,6,20,12,13,12,6,19,15,19,5,12,5,17,5,5,13,8,31,25,24,28,24,28,16,13,8,21,27,20,9,n/a,n/a,21,20,23,20,29,25,8,22,19,9,16,n/a,15,9,12,7,13,22,56,8
10/5/2020,8,6,10,8,8,9,10,15,10,6,6,15,10,9,10,6,5,17,10,10,12,5,14,14,11,4,12,5,19,5,5,10,8,26,20,20,18,16,21,15,13,9,17,27,25,11,n/a,n/a,16,22,15,18,19,21,9,18,26,7,12,19,17,14,14,8,5,32,62,5
11/5/2020,14,10,14,11,n/a,11,16,19,14,10,11,20,14,12,10,10,10,24,15,13,9,9,17,14,17,8,13,5,22,5,6,11,10,21,10,13,14,13,15,15,17,7,16,25,16,9,n/a,n/a,13,9,15,11,17,16,7,14,19,12,12,22,17,8,13,6,15,13,42,11
12/5/2020,25,19,18,18,13,18,24,31,25,20,20,33,25,19,22,20,16,37,17,20,18,14,24,17,17,27,18,15,22,15,10,19,12,19,12,14,15,12,16,19,11,6,15,24,22,13,n/a,n/a,13,13,19,14,21,13,10,14,16,19,10,23,20,7,18,8,20,24,35,13
13/5/2020,14,10,14,15,13,13,18,25,16,10,13,24,15,15,19,8,12,22,14,19,18,10,30,22,n/a,9,20,15,26,14,13,23,11,25,19,24,21,16,21,22,13,6,17,26,23,17,n/a,n/a,16,16,29,17,27,18,13,17,21,18,14,25,29,8,15,8,14,31,60,9
14/5/2020,13,11,19,14,12,13,18,22,15,10,16,24,14,14,16,9,11,22,16,21,16,12,24,19,16,7,22,11,20,11,10,n/a,15,22,16,23,20,16,22,19,11,8,18,31,25,13,n/a,n/a,13,13,21,15,22,17,12,27,17,14,15,20,22,7,20,10,14,27,69,10
15/5/2020,11,9,15,11,13,13,15,21,14,9,12,24,12,13,14,10,8,21,12,18,18,11,27,20,15,7,20,11,23,13,7,n/a,12,25,16,17,20,17,21,22,15,8,18,27,24,15,n/a,n/a,25,18,28,16,22,23,14,28,25,13,23,19,24,9,16,10,11,35,66,8
16/5/2020,13,11,13,13,14,13,15,23,15,10,11,26,13,11,15,9,10,22,13,19,18,10,23,19,15,9,18,9,19,9,8,15,10,24,20,20,26,21,23,18,13,12,16,29,24,16,n/a,n/a,33,20,25,18,28,32,12,19,33,14,24,14,22,7,20,7,12,26,46,9
17/5/2020,13,10,12,11,14,14,14,21,14,11,12,22,13,14,16,11,11,24,13,19,18,11,22,19,19,10,17,8,22,8,6,13,9,33,28,23,27,24,24,19,14,10,17,34,20,13,n/a,n/a,41,23,26,23,25,27,10,20,39,9,27,15,17,5,10,7,16,21,34,11
18/5/2020,13,10,13,13,16,13,13,22,16,11,11,26,15,13,15,11,10,24,14,17,17,9,23,15,15,12,13,7,20,8,7,13,9,30,25,18,23,20,20,14,11,11,15,22,19,13,n/a,n/a,24,20,27,19,18,24,9,18,21,12,26,14,20,4,13,6,14,11,27,12
19/5/2020,11,9,12,11,10,9,12,23,12,9,8,20,14,12,16,8,8,23,12,14,14,8,21,15,12,8,8,9,19,10,6,11,11,21,11,11,11,8,12,12,16,12,14,19,15,9,n/a,n/a,19,12,15,12,12,12,7,13,27,10,16,9,22,6,7,13,8,12,22,7
20/5/2020,16,10,13,13,11,14,14,23,15,12,10,22,14,14,18,11,11,23,14,13,12,9,17,14,11,11,12,7,22,10,9,n/a,9,20,11,11,10,11,13,17,14,14,17,22,17,10,n/a,n/a,20,8,18,11,13,13,8,12,18,11,14,12,14,10,15,14,10,13,13,8
21/5/2020,17,13,16,15,15,12,16,26,18,14,13,25,15,18,22,13,13,25,15,20,18,14,22,19,19,12,21,11,21,10,12,24,13,23,16,15,14,9,16,14,16,22,19,22,22,13,n/a,n/a,12,13,18,14,14,12,10,19,15,20,15,15,17,6,14,14,12,16,13,11
22/5/2020,25,22,23,22,22,24,23,34,24,21,21,32,24,23,25,22,21,34,23,21,22,17,33,27,20,21,23,15,24,16,17,29,19,35,27,26,26,21,26,26,15,19,20,27,25,18,n/a,n/a,25,19,25,22,24,22,14,24,25,20,19,23,24,9,19,12,19,29,20,17
23/5/2020,26,23,28,23,26,19,26,35,25,23,22,37,26,21,31,24,23,34,19,n/a,27,19,34,28,18,21,21,16,24,20,17,30,24,44,38,39,33,28,36,25,15,23,19,30,27,17,16,n/a,37,32,38,28,40,34,13,27,39,23,28,29,23,6,27,9,18,34,18,16
24/5/2020,25,21,27,26,24,28,24,28,23,20,22,33,23,23,24,20,21,33,19,26,20,20,23,21,22,19,15,16,25,22,15,20,18,46,39,36,36,32,37,25,20,20,21,20,19,13,13,15,37,35,37,29,29,36,10,20,46,17,32,31,16,5,28,11,20,15,9,17
25/5/2020,22,20,23,23,23,16,n/a,34,23,20,22,36,22,n/a,27,19,20,33,19,19,16,16,19,18,19,21,16,16,18,20,16,21,20,44,38,33,32,32,33,18,n/a,15,16,18,17,9,16,12,37,27,37,27,28,32,7,21,45,n/a,35,28,14,8,19,8,18,13,8,15
26/5/2020,24,17,21,20,21,19,22,36,25,21,23,35,21,n/a,29,18,18,27,14,17,14,16,20,20,16,19,13,13,21,8,12,22,17,38,27,25,27,26,27,14,n/a,14,21,20,18,12,23,16,32,22,32,22,20,31,7,22,38,14,35,17,15,4,9,9,16,18,6,11
27/5/2020,12,9,16,13,13,13,15,19,14,9,12,22,11,n/a,15,6,8,21,12,15,10,9,18,15,10,7,14,8,18,11,8,23,9,29,21,15,16,17,16,14,n/a,12,18,17,14,10,23,15,27,13,22,14,15,21,7,20,30,11,28,12,16,4,10,9,8,19,8,5
28/5/2020,13,8,12,9,9,9,12,16,13,9,9,21,11,11,12,9,7,23,13,10,10,7,12,12,10,12,12,7,17,8,4,24,8,20,11,7,8,10,9,9,7,13,19,17,16,9,22,16,18,7,13,9,10,14,6,12,15,10,21,7,15,4,5,6,7,10,7,6
29/5/2020,12,13,16,15,16,13,15,23,16,10,14,26,17,13,15,13,11,28,16,13,8,7,19,12,10,10,10,7,21,7,5,14,7,15,10,7,8,5,n/a,9,9,13,21,14,13,8,15,16,14,5,11,11,8,9,7,7,17,8,8,6,12,4,9,6,7,6,8,7
30/5/2020,11,8,12,10,13,9,12,12,11,9,9,22,10,10,11,7,9,24,11,15,8,7,13,9,7,9,6,7,20,6,5,11,6,14,6,6,9,n/a,7,9,10,14,17,13,11,5,13,15,8,6,12,7,10,9,4,8,n/a,9,7,6,9,6,6,7,8,8,7,4
31/5/2020,12,11,11,9,10,9,11,19,15,9,9,n/a,12,10,15,9,7,23,12,8,10,6,12,12,6,n/a,11,6,18,4,6,17,7,15,9,8,12,n/a,11,11,6,14,20,17,12,7,44,14,7,7,9,8,12,9,5,9,n/a,9,6,10,13,5,10,7,5,6,11,5
1/6/2020,14,9,13,10,14,8,14,22,16,11,10,n/a,13,11,16,8,9,21,11,12,8,8,21,13,11,8,13,6,32,5,6,21,8,18,15,12,12,7,11,9,9,15,19,18,14,10,9,14,11,7,11,11,13,11,6,10,n/a,13,9,10,14,7,8,9,7,10,8,6
2/6/2020,11,6,11,9,10,8,12,21,12,8,8,19,11,11,18,6,7,20,11,9,11,8,14,12,10,11,15,9,35,7,6,12,9,18,13,11,14,9,11,11,9,14,16,16,14,8,10,15,12,7,13,11,9,11,7,8,11,12,8,7,13,7,9,10,6,9,4,6
3/6/2020,11,8,12,9,13,9,12,16,13,10,9,22,12,11,11,8,8,22,13,13,5,7,11,8,8,10,13,8,31,9,6,16,8,19,14,13,15,9,13,11,11,14,19,14,13,5,11,16,15,8,15,12,14,12,5,10,14,10,12,9,8,6,6,14,9,10,6,7
4/6/2020,11,9,16,12,14,12,15,18,15,9,12,21,13,10,17,9,8,21,13,15,7,12,13,9,8,8,11,5,20,5,4,13,8,19,11,10,12,8,11,12,n/a,11,23,14,13,5,12,15,12,9,14,11,13,11,6,12,14,8,11,12,13,3,6,10,6,10,7,5
5/6/2020,11,7,15,10,12,12,14,24,13,8,12,21,10,11,14,6,5,18,11,16,7,9,12,9,8,9,7,6,6,4,4,12,8,16,9,10,13,9,12,14,n/a,11,14,15,10,5,11,13,13,8,15,11,13,10,6,14,13,11,8,12,11,4,10,4,7,15,7,5
6/6/2020,7,5,14,9,11,7,12,17,11,5,8,21,9,7,18,5,5,18,11,12,8,9,n/a,9,8,n/a,7,6,5,4,5,13,8,16,9,9,13,10,11,11,15,12,13,13,9,5,16,15,16,6,13,12,12,12,6,12,15,8,11,9,9,7,6,6,5,11,5,4
7/6/2020,6,5,10,4,10,8,10,11,8,5,4,18,8,9,14,5,4,18,10,17,n/a,6,14,10,7,n/a,9,7,5,7,4,13,8,12,7,5,10,6,6,10,12,11,18,12,10,6,11,16,9,3,10,8,7,8,4,8,12,7,9,7,9,10,8,8,4,7,6,6
8/6/2020,8,4,10,9,11,9,11,19,11,10,6,19,10,8,15,6,8,18,11,15,6,6,14,8,7,13,n/a,7,6,5,5,11,8,12,5,8,10,4,5,8,17,12,14,13,10,5,11,17,8,4,9,6,8,6,5,9,6,9,9,6,11,7,6,6,4,6,9,5
9/6/2020,10,7,13,9,12,10,12,19,11,11,8,18,12,8,13,6,9,21,12,11,5,7,15,9,8,5,n/a,7,7,7,5,12,9,11,5,6,9,5,5,9,10,12,19,12,10,5,18,18,11,4,10,6,8,8,4,10,n/a,9,6,7,9,10,11,9,6,13,9,9
10/6/2020,10,7,11,7,9,11,11,22,10,11,7,18,9,9,17,6,5,18,11,14,12,8,18,12,9,8,11,6,6,9,5,17,7,12,5,6,10,7,8,9,9,15,25,13,13,8,8,17,11,4,9,6,9,9,8,12,n/a,9,9,6,13,11,6,16,9,13,10,17
11/6/2020,15,9,14,10,13,10,13,22,14,17,11,22,13,14,21,6,9,23,11,11,12,10,20,10,10,12,11,7,7,8,8,17,10,13,5,5,9,6,6,8,18,22,23,15,12,9,13,18,11,4,12,5,9,7,7,11,n/a,9,n/a,9,14,11,8,20,7,19,n/a,13
12/6/2020,12,10,12,8,10,9,11,21,12,12,8,18,11,9,15,7,7,22,13,8,8,7,15,14,8,8,18,5,6,8,6,18,10,14,9,6,12,5,8,10,14,14,18,17,15,12,11,15,13,5,12,5,10,8,7,10,n/a,8,9,9,18,5,8,10,7,11,12,7
13/6/2020,11,9,12,8,10,9,12,20,12,13,8,19,11,8,15,9,8,23,12,9,8,7,21,14,8,10,17,6,9,8,6,16,7,12,8,6,11,5,10,9,12,13,20,14,14,13,8,13,10,5,10,4,9,10,8,9,n/a,10,6,12,16,4,7,7,7,10,13,7
14/6/2020,12,9,13,10,10,12,13,18,14,14,9,21,12,10,13,10,9,23,12,11,14,9,n/a,16,9,10,19,8,8,7,8,16,8,14,7,7,9,4,9,10,8,13,19,12,18,10,11,16,11,5,9,5,6,7,n/a,7,n/a,11,8,13,15,8,11,7,8,6,7,10
15/6/2020,11,6,9,9,12,8,11,19,13,11,7,17,11,8,12,5,7,20,11,9,6,6,n/a,9,13,6,10,6,5,7,6,11,6,14,9,7,8,4,8,7,10,13,20,11,9,8,14,20,6,4,8,6,5,6,n/a,6,n/a,9,5,8,11,12,8,10,8,5,5,6
16/6/2020,11,8,9,9,9,11,11,21,11,13,8,20,10,11,19,7,6,19,10,12,10,9,n/a,10,10,8,13,5,5,6,5,12,7,12,6,7,4,4,8,11,14,14,21,12,12,7,10,16,5,4,5,4,5,5,n/a,7,n/a,8,4,6,11,8,7,11,8,7,4,4
17/6/2020,12,8,13,11,12,11,13,23,14,13,8,24,13,10,19,8,9,21,14,15,7,8,n/a,8,7,7,7,6,5,7,5,13,7,12,6,6,4,4,7,14,11,13,18,12,9,4,11,16,6,4,7,3,6,6,n/a,8,n/a,9,6,7,7,7,6,10,5,5,5,4
18/6/2020,15,12,17,12,15,13,16,24,18,17,13,24,16,12,21,14,13,24,14,16,10,9,n/a,13,8,9,10,6,4,7,7,16,7,13,5,5,4,4,8,15,10,12,12,10,13,n/a,8,13,6,3,5,n/a,5,6,n/a,6,n/a,12,4,5,15,5,7,7,9,4,5,5
19/6/2020,14,10,13,12,17,10,14,22,16,16,10,25,14,12,18,9,11,22,12,13,10,7,23,12,12,7,11,9,7,11,12,18,9,13,6,6,3,5,9,17,9,12,17,14,15,10,9,14,7,4,6,n/a,6,7,n/a,8,n/a,13,3,7,n/a,4,8,7,7,6,8,6
20/6/2020,13,10,14,10,12,11,13,19,15,15,10,22,14,8,19,9,9,24,14,10,10,6,24,12,9,11,14,7,6,8,23,18,9,12,5,10,6,5,11,18,13,15,17,15,16,9,7,13,8,6,9,n/a,9,6,n/a,8,11,36,5,9,13,5,10,11,6,10,11,8
21/6/2020,12,10,13,11,12,11,13,16,14,14,11,21,12,9,13,9,8,24,14,n/a,9,7,18,14,12,8,14,9,8,10,n/a,18,12,13,7,7,8,6,10,15,13,15,18,18,17,12,7,14,9,6,9,11,8,6,n/a,10,13,n/a,7,8,12,7,9,12,8,15,10,9
22/6/2020,15,11,15,14,16,12,15,22,17,17,13,21,16,12,15,13,12,26,15,10,12,8,n/a,14,18,10,12,7,8,11,n/a,18,11,13,7,8,7,6,10,20,12,13,22,20,14,11,9,16,n/a,5,11,12,10,9,n/a,10,10,8,7,8,11,7,7,14,7,16,10,10
23/6/2020,15,11,14,14,15,13,14,20,18,18,12,21,15,13,17,10,12,24,14,13,10,10,21,10,14,10,11,5,6,7,6,14,10,13,6,8,6,7,10,16,16,12,21,15,15,9,8,16,9,6,11,12,10,8,5,11,15,10,5,7,11,7,8,13,7,13,9,8
24/6/2020,17,11,16,15,16,15,16,24,20,18,16,25,15,11,23,9,11,22,13,15,13,9,18,15,13,12,13,9,8,7,6,16,7,14,6,6,5,4,8,17,18,12,20,18,15,10,8,17,7,6,11,10,8,7,5,12,11,17,5,8,15,6,7,11,9,12,11,10
25/6/2020,10,10,14,13,12,11,14,20,15,15,13,21,14,10,18,11,9,23,12,10,9,7,15,14,16,12,13,6,6,6,7,19,7,13,6,8,9,4,7,16,15,15,17,22,15,10,8,15,6,5,7,13,6,6,6,12,15,8,5,7,13,5,7,8,7,11,10,9
26/6/2020,13,9,11,11,13,11,12,20,13,14,9,21,12,11,17,8,8,22,12,8,10,6,23,13,9,13,10,8,7,9,8,11,7,12,6,7,5,4,7,14,10,13,14,18,14,12,8,16,6,4,8,13,6,6,7,9,8,10,4,4,15,6,7,8,7,8,10,11
27/6/2020,11,12,14,12,13,10,13,23,13,13,10,21,13,9,16,10,12,25,13,8,n/a,6,15,n/a,8,11,12,11,9,10,10,12,9,12,4,4,5,3,8,16,14,16,17,16,15,9,11,17,6,3,7,9,8,4,6,10,7,10,5,3,11,9,6,9,6,11,11,6
28/6/2020,11,9,12,9,11,9,13,14,13,13,9,22,11,8,13,8,8,23,13,7,n/a,5,16,12,8,7,10,14,8,n/a,11,15,8,11,4,5,7,4,6,15,15,20,31,17,17,8,23,22,6,2,8,11,8,5,5,9,7,9,6,4,11,16,6,21,4,12,10,7
29/6/2020,11,8,11,11,11,9,11,21,13,12,8,17,13,9,14,8,8,21,11,7,6,5,11,10,8,8,10,5,6,6,8,11,7,13,6,7,7,5,8,14,20,20,31,18,13,11,20,21,7,2,9,11,10,7,5,11,12,13,7,5,7,15,8,18,6,11,7,7
30/6/2020,14,10,12,10,10,13,12,21,12,16,10,19,11,11,15,6,5,20,11,10,10,8,8,11,n/a,8,11,6,7,6,9,14,8,14,4,5,6,5,8,13,22,27,23,15,14,n/a,14,19,7,3,11,11,10,8,6,13,9,10,6,5,10,15,6,17,6,11,6,5
1/7/2020,11,9,11,9,13,12,11,20,13,13,9,23,11,10,16,6,8,20,10,6,6,7,7,12,n/a,12,11,7,7,6,10,16,6,13,4,4,6,5,8,11,19,23,28,12,12,7,14,17,8,3,9,11,6,6,8,8,12,10,7,4,12,13,7,18,6,9,6,10
2/7/2020,11,9,13,10,9,9,13,23,12,14,8,14,12,11,20,7,9,23,13,10,8,6,6,13,10,13,11,7,6,5,8,16,8,12,6,6,4,5,8,11,17,20,29,12,12,8,11,16,6,3,7,15,6,5,5,10,10,9,4,4,10,7,7,16,7,7,5,9
3/7/2020,14,12,11,10,14,12,13,22,13,16,10,18,12,12,18,8,10,21,14,8,8,8,12,12,9,12,9,4,8,6,7,14,9,12,7,5,5,5,8,13,15,18,30,13,11,8,15,20,6,3,8,16,8,8,5,12,7,14,5,5,10,14,7,15,7,5,5,5
4/7/2020,16,14,n/a,13,16,13,16,22,16,19,14,23,17,13,21,13,15,26,15,14,8,10,12,14,11,17,14,12,15,15,14,19,11,12,5,6,4,4,8,12,24,16,32,13,13,8,15,21,5,2,8,15,7,6,5,7,7,15,4,6,12,12,9,17,12,4,7,12
